,0
401,7731353.333333332
402,2004782.887159395
403,2023909.3905916782
404,10013149.803062253
405,8567571.666666666
406,2003546.9131643209
407,1274657.545849993
408,1357052.4731627938
409,2439602.9997019665
410,1387541.1190354365
411,3451965.520872599
412,1819060.7406129574
413,2276296.7470865087
414,1012807.0179038548
415,3744437.9624369415
416,1853358.44112058
417,2861974.3044455554
418,2245582.8349187365
419,2768541.3266805434
420,1411804.6608434976
421,11946863.665019007
422,4045972.5119047617
423,1564205.4690997927
424,14391516.666666668
425,2206447.822896316
426,3256169.929976457
427,2755503.284443029
428,1346525.6224723542
429,1444136.1809611956
430,1493183.6783110544
431,2614553.9375850735
432,813434.7701798464
433,4810173.141025642
434,12522145.56691919
435,1609625.3254447824
436,2899538.119221336
437,3194125.7957773227
438,4314402.307692308
439,4704468.982456141
440,1188596.174024392
441,7887328.974358975
442,2078747.9736724591
443,13920873.333333336
444,5734300.0
445,3937615.1067441325
446,2305501.864410357
447,3166169.7404021425
448,2245689.8810670325
449,3716132.8825055663
450,3009180.567783094
451,2931104.866350025
452,1098729.9448952065
453,6993991.307692308
454,944798.3382786878
455,2453496.7442951784
456,1043696.1691970187
457,3246543.098807625
458,3020085.885964913
459,1667690.8436603954
460,2607090.6221811813
461,17856900.0
462,1578615.872019621
463,1129319.6608699257
464,1466834.9821760627
465,1632081.0024384307
466,2567874.022508924
467,1143343.9452339963
468,6798233.444444444
469,5412268.444444444
470,12786950.0
471,2932931.0885722465
472,3290005.8347485852
473,1250097.913076053
474,763955.3231578954
475,1577476.6379309616
476,1098152.7299742578
477,1151826.025564614
478,3941751.0119047617
479,1812570.718356929
480,929152.2124834653
481,3310866.327083735
482,1325431.1075718636
483,41287300.0
484,3556973.347041847
485,1121442.979527241
486,1368672.238411086
487,1505091.9665367596
488,4133363.05952381
489,1501491.1793889357
490,1318455.2244549806
491,1578943.9670848993
492,1580246.4795820105
493,12781454.166666668
494,17402503.333333336
495,1415585.8460556024
496,1148085.566995125
497,12234830.833333336
498,4269107.155844156
499,1259375.0742610865
500,2780483.6785289873
501,6742475.641025641
502,13668826.666666668
503,4341469.680591339
504,1636030.343011239
505,15347303.333333336
506,6902552.307692308
507,7123011.666666666
508,2199857.9626345877
509,41320900.0
510,1320355.648387062
511,901786.4192454526
512,1205230.8264691606
513,903648.4302063679
514,7517619.999999999
515,3904140.773410799
516,1124583.9983725264
517,4867639.807692308
518,1486210.274777207
519,2547004.385333878
520,1787547.9228420835
521,1361178.7742385303
522,15513940.0
523,1190871.5391150385
524,1484080.458013299
525,4799760.474358974
526,1357736.4885242444
527,1655151.649624582
528,1761268.6791919665
529,12136253.333333336
530,766633.8813113432
531,1206244.1819721814
532,2705537.857285259
533,1506267.4492789805
534,4959357.141025641
535,2199916.80598349
536,1816368.92468165
537,1449862.9601642839
538,1884371.8269804697
539,3020305.5256490586
540,1830723.1786200744
541,3016215.4717446296
542,12374678.833333332
543,13119480.0
544,803971.4312031418
545,10124210.0
546,1320043.4833807482
547,7204613.333333332
548,1117837.1398666978
549,3066016.1362934452
550,1102990.076633394
551,1632045.3154234036
552,43279250.0
553,3431823.785569694
554,1464448.1830002712
555,28586500.0
556,1466434.8434735753
557,1722901.9984870509
558,3162387.5819538655
559,15924430.0
560,6416822.307692308
561,22943300.0
562,1607561.1325733643
563,1224395.2895498113
564,11712596.666666668
565,3391162.99310777
566,2780510.960130427
567,1020060.5922918549
568,1192060.63193019
569,3853027.4400774664
570,865736.5802553188
571,3326304.098807626
572,13422120.0
573,10964905.0
,
