,dummy_spring,sale_year,title,artist,artist_birth_year 1,artist_alive,Medium,execution_year,height,width,dummy_signed,num_owners,num_exhibits,num_lit,lot_number,house_estimate_lower,house_estimate_upper,sale_price,sold
405,1,2015,WHITE #2,40,1960,1,8,1993.0,213.4,152.4,1,2,1,0,26,1800000,2500000,2530000.0,1
406,1,2015,TILTED HEAD,37,1962,1,8,2014.0,35.6,43.2,1,1,1,0,49,700000,900000,730000.0,1
407,1,2015,UNTITLED (NEW YORK CITY),45,1928,0,8,1956.0,114.6,135.3,1,4,4,2,57,5000000,7000000,3500000.0,0
408,1,2015,SACRAMENTO NO. 6,12,1936,1,7,1978.0,262.3,262.3,0,5,1,0,3,2000000,3000000,3070000.0,1
409,1,2015,GOODS AND SERVICES,136,1937,1,7,2012.0,66.0,122.0,1,1,1,0,45,600000,800000,970000.0,1
410,1,2015,UNTITLED #153,41,1954,1,4,1985.0,170.8,125.7,1,1,2,3,54,2000000,3000000,1400000.0,0
411,1,2015,LE DORMEUR DU VAL,46,1945,1,7,2014.0,190.0,330.0,0,1,1,0,50,600000,800000,1330000.0,1
412,1,2015,UNTITLED,110,1943,1,3,2010.0,233.7,182.9,0,2,2,1,40,2000000,3000000,2290000.0,1
413,1,2015,TRUTH,136,1937,1,7,1997.0,137.1,152.4,1,1,1,0,39,3500000,5000000,2450000.0,0
414,1,2015,BRILLO PAINTING (3 ₵ OFF),93,1928,0,4,1964.0,38.7,72.4,0,5,1,0,61,800000,1200000,1810000.0,1
415,1,2015,UNTITLED,4,1941,0,3,1983.0,200.0,180.3,1,3,1,0,21,2000000,3000000,3490000.0,1
416,1,2015,THE INEXTINGUISHABLE,30,1979,1,8,2013.0,85.7,118.1,1,1,1,0,44,250000,350000,550000.0,1
417,1,2015,UNTITLED,68,1955,1,6,1994.0,137.2,101.0,1,5,1,0,9,3000000,4000000,3946000.0,1
418,1,2015,"NUMBER 12, 1950",111,1912,0,8,1950.0,56.5,56.5,1,7,5,2,31,15000000,20000000,18282000.0,1
419,1,2015,NOTE,23,1930,1,8,1998.0,38.4,38.4,1,2,2,2,13,800000,1200000,1150000.0,1
420,1,2015,LITTLE ELECTRIC CHAIR,93,1928,0,7,1964.0,55.9,71.1,0,3,3,1,28,4000000,6000000,4170000.0,1
421,1,2015,UNTITLED,45,1928,0,8,1970.0,139.7,86.4,1,1,5,0,4,4000000,6000000,5066000.0,1
422,1,2015,"PANTHEON, ROME",107,1954,1,4,1990.0,184.1,238.1,1,4,5,5,52,800000,1200000,1810000.0,1
423,1,2015,UNTITLED (YELLOW AND BLUE),99,1903,0,8,1954.0,242.9,186.7,0,5,3,2,11,40000000,60000000,46450000.0,1
424,1,2015,DIAMOND DUST SHADOWS,93,1928,0,7,1979.0,193.0,132.0,0,1,2,1,12,1800000,2200000,5066000.0,1
425,1,2015,ALPHABET (L),6,1975,1,5,2011.0,86.0,177.2,0,2,1,0,24,150000,250000,700000.0,1
426,1,2015,TWO FIGURES IN DEVON,133,1904,0,8,1971.0,146.4,107.8,1,6,2,1,59,2000000,3000000,1400000.0,0
427,1,2015,FRUIT IN A CHINESE BOWL,124,1937,1,8,1988.0,91.4,91.4,1,4,6,0,60,800000,1200000,1930000.0,1
428,1,2015,MAO,93,1928,0,7,1973.0,127.3,107.3,0,7,4,5,19,13000000,16000000,14474000.0,1
429,1,2015,STRANGE,49,1949,1,7,2008.0,171.1,273.0,1,2,1,0,64,600000,800000,420000.0,0
430,1,2015,YELLOW WOMAN,133,1904,0,8,1952.0,22.2,15.2,1,5,3,1,18,6000000,8000000,6410000.0,1
431,1,2015,VICKI! I - I THOUGHT I HEARD YOUR VOICE! (STUDY),15,1923,0,0,1964.0,14.6,14.6,0,2,1,2,14,1200000,1800000,1270000.0,1
432,1,2015,INTERMINABLE NET #3,53,1929,1,8,1959.0,133.4,124.5,1,2,1,0,17,5000000,7000000,5850000.0,1
433,1,2015,UNTITLED (RIOT),68,1955,1,6,1990.0,274.3,182.9,1,2,3,4,7,12000000,18000000,29930000.0,1
434,1,2015,SMEAR,76,1961,1,3,2015.0,243.8,182.9,1,1,1,0,1,500000,700000,4394000.0,1
435,0,2015,A TRIANGLE WITHIN TWO RECTANGLES,109,1937,1,7,1977.0,127.0,217.2,1,4,2,1,52,700000,900000,850000.0,1
436,0,2015,FOUR PINK MARILYNS (REVERSAL SERIES),93,1928,0,7,1986.0,91.7,71.0,1,2,1,0,38,3000000,4000000,4506000.0,1
437,0,2015,ACHROME,18,1933,0,2,1958.0,55.0,40.0,1,5,2,3,51,700000,900000,1450000.0,1
438,0,2015,ESCALADE,78,1979,1,4,2005.0,158.0,147.0,1,2,1,0,36,300000,400000,514000.0,1
439,0,2015,CELESTIAL BODIES,85,1957,1,7,2010.0,208.3,208.3,1,2,1,0,33,600000,800000,1090000.0,1
440,0,2015,"CONCETTO SPAZIALE, ATTESE",26,1899,0,2,1965.0,65.4,200.0,1,2,6,7,8,15000000,20000000,16154000.0,1
441,0,2015,UNTITLED 08-4-6,132,1964,1,8,2008.0,214.9,330.2,1,2,1,0,56,900000,1200000,910000.0,1
442,0,2015,FLOWERS,93,1928,0,7,1964.0,61.0,61.0,1,6,1,0,24,2200000,3200000,2200000.0,1
443,0,2015,"NUMBER 17, 1949",111,1912,0,6,1949.0,56.5,72.0,1,8,5,5,9,20000000,30000000,22930000.0,1
444,0,2015,STAR GRASS,87,1925,0,4,1963.0,148.6,101.6,1,3,1,4,54,1500000,2500000,1150000.0,1
445,0,2015,"CONCETTO SPAZIALE, ATTESE",26,1899,0,2,1963.0,55.2,46.3,1,4,2,0,48,2000000,3000000,3946000.0,1
446,0,2015,VICKI! I -- I THOUGHT I HEARD YOUR VOICE!,15,1923,0,5,1964.0,106.7,106.7,1,1,4,6,21,6000000,9000000,7194000.0,1
447,0,2015,DIAMOND DUST SHOES,93,1928,0,7,1980.0,228.6,177.8,0,4,2,0,32,2000000,3000000,1400000.0,0
448,0,2015,PROMENADE DU SCEPTIQUE,12,1936,1,7,1974.0,342.9,342.9,0,4,1,0,15,2000000,3000000,5402000.0,1
449,0,2015,VICTORY,136,1937,1,7,1988.0,162.5,162.5,1,8,1,0,13,2000000,3000000,3310000.0,1
450,0,2015,UNTITLED #7,113,1912,0,7,1991.0,183.0,183.0,1,1,2,6,12,2500000,3500000,3722000.0,1
451,0,2015,CHIYUSEI BYOTAICHU,67,1924,0,8,1962.0,160.6,130.8,1,3,1,0,17,1500000,2500000,1810000.0,1
452,0,2015,CONCETTO SPAZIALE,26,1899,0,8,1961.0,150.0,200.0,1,7,2,4,14,8000000,12000000,8986000.0,1
453,0,2015,LE TISSU SOCIAL,100,1901,0,7,1977.0,150.0,520.7,1,4,3,3,28,4000000,6000000,7194000.0,1
454,0,2015,ALL DUCK,43,1975,1,8,2010.0,200.7,175.2,1,2,1,0,35,800000,1200000,970000.0,1
455,0,2015,BAIT,87,1925,0,4,1963.0,152.4,152.4,1,7,4,6,26,6000000,8000000,6746000.0,1
456,0,2015,MASONIC LODGE,58,1960,0,7,1983.0,219.0,198.1,0,1,2,4,53,1500000,2000000,5066000.0,1
457,0,2015,PORTRAIT,74,1909,0,8,1962.0,198.0,141.5,0,1,5,5,20,12000000,18000000,15650000.0,1
458,0,2015,UNTITLED,12,1936,1,2,1961.0,30.5,30.5,1,2,1,0,1,500000,700000,1210000.0,1
459,0,2015,UNTITLED,58,1960,0,7,1987.0,242.0,298.5,0,1,1,4,30,1800000,2500000,8314000.0,1
460,0,2015,UNTITLED,68,1955,1,2,2000.0,274.3,183.0,1,4,2,0,10,3000000,4000000,3890000.0,1
461,0,2015,THE KISS (BELA LUGOSI),93,1928,0,4,1964.0,76.0,101.0,1,5,1,2,45,3000000,5000000,2100000.0,0
462,0,2015,SHADES,122,1949,1,8,2001.0,213.4,274.3,1,4,1,0,39,2000000,3000000,5626000.0,1
463,0,2015,IDILLI (I AM THYRSIS OF ETNA BLESSED WITH A TUNEFUL VOICE),45,1928,0,8,1976.0,134.3,148.6,1,4,4,3,16,1500000,2000000,1050000.0,0
464,0,2015,DIAMOND DUST SHADOWS,93,1928,0,7,1979.0,198.1,127.0,0,1,14,2,41,1800000,2500000,2290000.0,1
465,0,2015,PYONGYANG IV,86,1955,1,4,2007.0,304.5,207.0,1,3,2,0,55,1200000,1800000,1390000.0,1
466,0,2015,UNTITLED,45,1928,0,8,1970.0,70.0,100.0,1,1,2,0,4,2000000,3000000,4506000.0,1
467,0,2015,"BLUE COWBOY, EATING",106,1956,1,6,1990.0,182.9,121.9,0,2,2,0,7,2000000,3000000,1400000.0,0
468,0,2015,"FROM POINT, NO. 780163",137,1936,1,8,1978.0,161.9,130.8,1,2,1,0,57,800000,1200000,1330000.0,1
469,0,2015,UNTITLED,77,1956,1,8,2005.0,209.5,169.4,1,3,1,0,3,800000,1200000,3550000.0,1
470,0,2015,POURING COFFEE,117,1922,0,8,1958.0,144.8,154.9,1,1,3,3,27,4000000,6000000,2800000.0,0
471,0,2015,SAFE,136,1937,1,7,1989.0,71.1,106.7,1,2,1,0,31,1200000,1800000,1690000.0,1
472,0,2015,BRILLO PAINTING (3 ₵ OFF),93,1928,0,4,1964.0,240.0,113.7,1,3,3,2,42,5000000,7000000,3500000.0,0
473,1,2016,SELF-PORTRAIT AS VINCENT VAN GOGH,119,1977,1,8,2012.0,48.3,30.5,1,2,2,2,1,200000,300000,2590000.0,1
474,1,2016,TRIANGLE WITHIN A CIRCLE (RED),109,1937,1,7,1974.0,121.9,121.9,1,6,2,1,27,300000,400000,670000.0,1
475,1,2016,WARHOL'S MARILYN MONROE,16,1924,0,7,1967.0,40.6,34.0,1,1,4,0,2,300000,400000,490000.0,1
476,1,2016,RED HEAD,80,1953,1,7,2001.0,229.9,59.7,1,2,1,0,37,2000000,3000000,3250000.0,1
477,1,2016,VIGNETTE #5,56,1955,1,7,2005.0,182.9,152.4,1,2,2,0,19,500000,700000,970000.0,1
478,1,2016,SACCO,47,1915,0,8,1954.0,100.9,87.0,1,3,2,6,10,6000000,8000000,7306000.0,1
479,1,2016,VACHE À L'HERBAGE,100,1901,0,8,1954.0,89.5,114.3,1,4,6,3,42,3000000,4000000,4898000.0,1
480,1,2016,"CONCETTO SPAZIALE, ATTESE",26,1899,0,2,1968.0,61.0,50.0,1,8,3,0,31,1500000,2000000,2590000.0,1
481,1,2016,UNTITLED,68,1955,1,4,2002.0,274.3,182.9,1,4,1,0,34,2000000,3000000,2650000.0,1
482,1,2016,ONION GUM,58,1960,0,7,1983.0,198.7,203.2,0,5,6,3,38,7000000,10000000,6600000.0,1
483,1,2016,UNTITLED,68,1955,1,6,1988.0,243.8,182.9,1,5,3,0,20,2000000,3000000,1400000.0,0
484,1,2016,UNTITLED,62,1925,0,8,1971.0,201.0,186.0,0,5,1,0,22,5000000,7000000,5738000.0,1
485,1,2016,UNTITLED,77,1956,1,8,2007.0,38.0,52.0,1,3,1,0,3,1500000,2000000,2950000.0,1
486,1,2016,ABSTRAKTES BILD,128,1932,1,8,1988.0,122.0,102.0,1,4,1,3,23,3500000,4500000,5850000.0,1
487,1,2016,O.M.R.A.V.S,58,1960,0,7,1984.0,218.4,249.5,0,6,8,4,33,1800000,2500000,3610000.0,1
488,1,2016,UNTITLED,68,1955,1,7,1990.0,243.8,162.6,1,3,6,3,14,14000000,18000000,13914000.0,1
489,1,2016,SUMMER #1,131,1923,0,8,1957.0,242.6,182.9,0,7,5,4,17,8000000,12000000,11842000.0,1
490,1,2016,JAMITA'S SISTER,37,1962,1,8,1993.0,91.7,81.3,1,4,1,1,32,1000000,1500000,994000.0,1
491,1,2016,UNTITLED,77,1956,1,8,2010.0,304.8,243.8,1,4,1,0,13,1800000,2500000,2650000.0,1
492,1,2016,UNTITLED,113,1912,0,7,1999.0,152.4,152.4,0,1,1,0,36,2000000,3000000,2410000.0,1
493,1,2016,RED BODY,87,1925,0,0,1969.0,57.2,75.8,1,6,4,2,40,800000,1200000,790000.0,1
494,1,2016,UNTITLED,12,1936,1,2,1961.0,22.9,22.9,1,2,1,0,6,300000,400000,370000.0,1
495,1,2016,UNTITLED,50,1952,0,7,1986.0,160.0,110.5,1,3,1,0,16,250000,350000,670000.0,1
496,1,2016,RIVER II,62,1925,0,8,1986.0,150.0,300.0,1,6,1,2,24,2500000,3500000,3610000.0,1
497,1,2016,ELIZABETH,7,1910,0,8,1961.0,200.7,149.9,1,4,3,7,30,8000000,12000000,7978000.0,1
498,1,2016,COASTLINE MEASURE,122,1949,1,8,1987.0,221.0,309.9,1,5,3,5,18,2500000,3500000,3250000.0,1
499,1,2016,BLOODLINE: BIG FAMILY NO. 1,10,1958,1,8,1994.0,150.0,180.0,1,6,4,2,35,5000000,7000000,4954000.0,1
500,1,2016,HIGH-WAY,28,1959,1,8,1999.0,76.5,92.7,1,2,1,1,4,2000000,3000000,3946000.0,1
501,1,2016,UNTITLED,24,1930,1,2,1991.0,81.3,57.1,1,4,1,0,41,1500000,2500000,1930000.0,1
502,1,2016,THE NAZIS,14,1969,1,1,1998.0,35.6,25.4,0,1,3,5,39,500000,700000,550000.0,1
503,1,2016,GEORGES DUBUFFET AU JARDIN,100,1901,0,8,1956.0,153.7,91.4,1,5,5,8,7,1500000,2000000,3250000.0,1
504,1,2016,SELF-PORTRAIT (FRIGHT WIG),93,1928,0,7,1986.0,102.0,102.0,1,6,4,0,12,7000000,10000000,7698000.0,1
505,1,2016,TWO STUDIES FOR A SELF-PORTRAIT,74,1909,0,8,1970.0,35.5,30.5,1,1,2,2,8,22000000,30000000,34970000.0,1
506,1,2016,CAMOUFLAGE (BLUE),93,1928,0,7,1986.0,193.0,193.0,0,1,3,1,15,2500000,3500000,2890000.0,1
507,1,2016,"CONCETTO SPAZIALE, ATTESE",26,1899,0,2,1960.0,73.3,100.3,1,6,4,3,11,1500000,2000000,1050000.0,0
508,0,2016,THE HOUSE,49,1949,1,7,2007.0,198.1,205.7,1,2,1,0,24,600000,800000,996500.0,1
509,0,2016,CAVE PAINTING,126,1954,0,0,1984.0,365.8,487.7,0,4,4,3,64,500000,700000,516500.0,1
510,0,2016,UNTITLED,4,1941,0,7,1998.0,154.3,134.3,1,2,1,0,14,2500000,3500000,3132500.0,1
511,0,2016,UNTITLED (SMOKING),54,1913,0,8,1979.0,90.2,81.3,0,1,3,1,3,1500000,2000000,3612500.0,1
512,0,2016,"DEIN ASCHENES HAAR, SULAMITH",46,1945,1,8,1981.0,130.2,170.2,0,3,1,0,9,2000000,3000000,2112500.0,1
513,0,2016,UNTITLED (BOLSENA),45,1928,0,0,1969.0,70.0,100.0,1,6,1,1,35,1000000,1500000,2952500.0,1
514,0,2016,FAMILIE HÖTZEL,128,1932,1,8,1966.0,80.0,54.9,1,5,1,8,20,3000000,4000000,2100000.0,0
515,0,2016,DROWN,51,1983,1,7,2012.0,152.4,182.9,1,2,1,0,26,200000,300000,1092500.0,1
516,0,2016,WISH WORLD PEACE,0,1959,1,7,2014.0,194.0,162.2,1,2,1,0,29,2000000,3000000,2292500.0,1
517,0,2016,UNTITLED #9,22,1904,0,8,1957.0,51.7,39.0,1,4,5,2,18,2000000,3000000,1332500.0,1
518,0,2016,MIRROR-IMAGE LEVEL,136,1937,1,7,2003.0,162.6,182.9,1,4,1,1,45,3000000,4000000,3725000.0,1
519,0,2016,FIGURE #92,40,1960,1,7,2011.0,152.4,121.9,1,2,1,0,25,500000,700000,852500.0,1
520,0,2016,ZIEGE,128,1932,1,8,1984.0,200.0,180.3,1,7,3,4,10,8000000,12000000,8986000.0,1
521,0,2016,"WOLDGATE WOODS, 24, 25, AND 26 OCTOBER 2006",124,1937,1,8,2006.0,182.9,365.7,1,2,3,0,43,9000000,12000000,11712500.0,1
522,0,2016,GRAU,128,1932,1,8,1974.0,101.6,95.9,1,1,4,1,12,400000,600000,552500.0,1
523,0,2016,SELF-PORTRAIT FOR TONY,83,1958,0,7,1985.0,121.9,121.9,1,4,4,2,37,2500000,3500000,4512500.0,1
524,0,2016,PRATFALL,12,1936,1,7,1974.0,328.9,328.9,0,10,2,1,51,3500000,4500000,8900000.0,1
525,0,2016,UNTITLED #150,41,1954,1,4,1985.0,125.7,169.6,1,1,4,4,46,800000,1200000,768500.0,1
526,0,2016,UNTITLED (COWBOY),49,1949,1,1,1997.0,126.4,193.0,1,1,3,1,31,1200000,1800000,1452500.0,1
527,0,2016,UNTITLED,22,1904,0,8,1976.0,139.7,150.8,0,4,1,2,7,8000000,12000000,10362500.0,1
528,0,2016,YOUR SWEETNESS IS MY WEAKNESS,68,1955,1,6,1995.0,228.6,152.4,1,2,2,1,30,4000000,6000000,6762500.0,1
529,0,2016,UNTITLED,49,1949,1,7,1993.0,142.6,121.9,1,3,1,0,60,1000000,1500000,1092500.0,1
530,0,2016,WOMAN ON BROWN CHAIR,85,1957,1,8,2007.0,160.0,127.0,1,2,1,1,23,500000,700000,972500.0,1
531,0,2016,EIN STÜCK MALEREI,32,1938,1,8,1966.0,162.5,130.5,1,4,3,1,11,800000,1200000,1452500.0,1
532,0,2016,UNTITLED,22,1904,0,0,1938.0,18.0,21.6,1,6,1,0,22,250000,350000,516500.0,1
533,0,2016,ST. BUZZARD,58,1960,0,8,1985.0,75.3,106.7,0,4,1,0,59,600000,800000,1692500.0,1
534,0,2016,STUDY FOR 'FIGURE',7,1910,0,4,1956.0,25.0,19.0,1,6,1,0,16,200000,300000,588500.0,1
535,0,2016,STUDY FOR 'CROSS TOWN',7,1910,0,4,1956.0,21.6,27.9,1,7,1,0,17,200000,300000,444500.0,1
536,0,2016,JOHNS FLAG,16,1924,0,8,1965.0,95.9,143.5,1,5,6,5,32,3000000,4000000,2100000.0,0
537,0,2016,GREEN OVER BLACK,96,1903,0,8,1960.0,229.2,151.7,1,6,6,2,39,2000000,3000000,4062500.0,1
538,0,2016,ALOHA NURSE,49,1949,1,7,2002.0,147.3,91.4,1,2,2,2,48,4000000,6000000,4730000.0,1
539,0,2016,VENEDIG,128,1932,1,8,1986.0,91.4,96.5,1,1,4,2,19,4000000,6000000,3492500.0,1
540,0,2016,WOMAN LANDSCAPE X,22,1904,0,8,1968.0,71.7,104.8,1,4,4,0,21,1500000,2000000,2832500.0,1
541,0,2016,BROTHER'S SAUSAGE,58,1960,0,7,1983.0,121.9,476.2,0,6,6,6,36,15000000,20000000,18650000.0,1
542,0,2016,LANDSCHAFT,128,1932,1,8,1992.0,67.3,94.0,1,3,1,3,15,5000000,7000000,5862500.0,1
543,0,2016,UNTITLED (WAX),58,1960,0,7,1984.0,152.4,152.4,1,1,2,1,56,1800000,2500000,2292500.0,1
544,0,2016,STUDY FOR PORTRAIT OF AN ARTIST (POOL WITH TWO FIGURES),124,1937,1,0,1972.0,35.2,47.6,0,4,1,0,34,700000,1000000,2052500.0,1
545,0,2016,ECRITURE NO. 9-79,81,1931,1,8,1979.0,195.6,290.8,1,2,4,0,61,1000000,1500000,1212500.0,1
546,0,2016,UNTITLED ANTHROPOMETRY (ANT 31),20,1928,0,2,1960.0,110.0,75.0,1,5,1,1,54,2000000,3000000,1400000.0,0
547,0,2016,UNTITLED (STUDY FOR GATE),103,1957,1,5,1991.0,175.3,132.1,0,2,1,0,2,600000,800000,1332500.0,1
548,0,2016,DIDJA?,136,1937,1,7,1987.0,182.9,182.9,1,3,1,1,33,2500000,3500000,3072500.0,1
549,0,2016,"A B, STILL",128,1932,1,8,1986.0,224.8,200.0,1,4,3,2,13,20000000,30000000,33987500.0,1
550,0,2016,TURISTA CHE MANGIA UN PANINO,125,1933,1,5,1975.0,120.0,230.0,1,2,1,0,55,1000000,1500000,1572500.0,1
551,0,2016,UNTITLED #216,41,1954,1,4,1989.0,241.3,163.2,1,1,4,3,58,1000000,1500000,1032500.0,1
552,0,2016,LENIN,93,1928,0,7,1986.0,183.5,122.0,1,2,1,1,47,4000000,6000000,8112500.0,1
553,0,2016,UNTITLED,45,1928,0,8,1960.0,174.0,200.0,1,2,2,0,52,4000000,6000000,4850000.0,1
554,0,2016,SEA & SAND DUNES,9,1885,1,8,1955.0,101.6,152.4,1,2,4,0,42,3000000,5000000,3612500.0,1
555,0,2016,L'ADIEU À LA FENÊTRE,100,1901,0,8,1949.0,88.9,116.2,1,2,7,2,53,1800000,2500000,2892500.0,1
556,0,2016,UNTITLED,99,1903,0,8,1969.0,132.0,102.1,0,6,1,0,41,3500000,4500000,4512500.0,1
557,0,2016,UNTITLED (FRENCH GREY FAN 10-90% BUTTERFLY WITH WARM GREY 90% BETWEEN),13,1968,1,0,2006.0,152.4,121.9,1,2,1,2,1,600000,800000,1872500.0,1
558,0,2016,SELF-PORTRAIT (FRIGHT WIG),93,1928,0,7,1986.0,203.2,193.0,0,3,1,0,38,20000000,30000000,24425000.0,1
559,0,2016,CHATEAU MEYNEY,37,1962,1,8,2013.0,106.7,86.4,1,2,1,0,57,2500000,3500000,1750000.0,0
560,0,2016,UNTITLED #29,23,1930,1,8,1963.0,27.3,27.3,1,1,3,2,8,1000000,1500000,1332500.0,1
561,0,2016,UNTITLED XXXIX,22,1904,0,8,1983.0,177.8,203.2,0,3,1,8,4,8000000,12000000,9800000.0,1
562,0,2016,MOONSHINE SONATA,42,1880,0,8,1961.0,198.1,214.3,1,6,3,6,40,1800000,2500000,3492500.0,1
563,0,2016,UNTITLED,77,1956,1,8,2010.0,241.0,192.0,1,2,1,0,27,2000000,3000000,4006250.0,1
564,0,2016,LET'S MAKE CHRISTMAS MEAN SOMETHING THIS YEAR,76,1961,1,3,2007.0,259.0,365.0,1,2,2,2,28,3000000,4000000,4737500.0,1
565,0,2016,STRANGER #38,40,1960,1,7,2009.0,243.8,182.9,1,2,1,0,50,1200000,1800000,1212500.0,1
566,0,2016,WOMAN IN TUB,19,1920,1,8,1965.0,90.8,152.4,1,4,3,4,63,1200000,1800000,1902500.0,1
567,0,2016,BRIEF,23,1930,1,8,1997.0,76.2,76.2,1,1,4,1,5,2500000,3500000,3612500.0,1
568,0,2016,"A B, ST. JAMES",128,1932,1,8,1988.0,200.0,260.0,1,2,2,6,6,20000000,30000000,22737500.0,1
569,1,2017,"BUILDING, PERSHING SQUARE, LOS ANGELES",124,1937,1,7,1964.0,147.3,147.3,1,6,4,7,21,6000000,8000000,7887500.0,1
570,1,2017,CAMOUFLAGE,93,1928,0,7,1986.0,203.2,1016.0,0,5,2,0,35,4000000,6000000,2800000.0,0
571,1,2017,BLACK STILL LIFE,63,1977,1,7,2012.0,222.9,208.3,1,2,1,0,1,250000,350000,1152500.0,1
572,1,2017,THE SECOND PRESENTATION ROOM,119,1977,1,8,2011.0,200.0,229.9,1,2,1,0,33,1000000,1500000,2172500.0,1
573,1,2017,WOMAN WITH NECK RIBBON,15,1923,0,8,1978.0,152.7,127.0,1,7,1,2,23,3000000,4000000,5187500.0,1
574,1,2017,"COSMO, SELMA, VINE",66,1937,1,7,2000.0,177.8,350.5,1,2,1,2,22,1800000,2500000,1452500.0,1
575,1,2017,GAUGUIN'S CHAIR,124,1937,1,7,1988.0,121.9,91.4,1,6,5,3,15,2500000,3500000,3837500.0,1
576,1,2017,GRAT (5),128,1932,1,8,1989.0,62.2,81.9,1,7,3,2,38,2000000,3000000,2892500.0,1
577,1,2017,UNTITLED (RELIEF NO. 19/46),38,1930,0,5,1964.0,81.0,61.0,1,1,2,0,48,1000000,1500000,1572500.0,1
578,1,2017,IN THE WINGS,58,1960,0,7,1986.0,149.9,99.7,1,1,5,3,31,5000000,7000000,5975000.0,1
579,1,2017,GESTICULEUR,100,1901,0,8,1946.0,73.0,60.0,1,8,2,2,17,1500000,2000000,5412500.0,1
580,1,2017,UNTITLED (FACE 41.05),13,1968,1,8,2010.0,127.0,100.7,1,3,1,0,4,6000000,8000000,6987500.0,1
581,1,2017,UNTITLED,83,1958,0,7,1982.0,308.6,301.6,0,4,7,1,26,4000000,6000000,6537500.0,1
582,1,2017,UNTITLED (DECADE),71,1933,0,2,1999.0,20.3,25.4,1,4,1,1,12,2000000,3000000,4175000.0,1
583,1,2017,LE BATEAU II,100,1901,0,8,1964.0,145.7,114.0,1,7,2,1,45,1800000,2500000,2172500.0,1
584,1,2017,UNTITLED,62,1925,0,8,1992.0,129.5,194.0,1,4,1,0,39,1800000,2500000,2052500.0,1
585,1,2017,M.D.4 (MARIALE),39,1922,0,8,1962.0,235.5,207.0,1,1,5,5,49,2000000,3000000,3252500.0,1
586,1,2017,NO ROOM AT THE END,62,1925,0,8,1977.0,279.4,360.0,0,13,5,0,36,3500000,5000000,2450000.0,0
587,1,2017,LAKE MICHIGAN,53,1929,1,8,1960.0,64.8,80.0,1,1,3,0,2,2000000,3000000,5300000.0,1
588,1,2017,CINEMA DE PEPSI SKETCH I,12,1936,1,2,1966.0,175.3,175.3,1,5,1,0,42,3500000,4500000,4512500.0,1
589,1,2017,LOVE,95,1928,1,8,1969.0,61.0,61.0,0,1,3,0,25,500000,700000,2052500.0,1
590,1,2017,SILEX SCINTILLANS,45,1928,0,8,1981.0,99.7,70.5,1,9,5,5,6,5000000,7000000,8337500.0,1
591,1,2017,ÉCRITURE NO. 45-75,81,1931,1,8,1975.0,129.9,161.9,1,2,4,0,41,800000,1200000,1212500.0,1
592,1,2017,SMOKER #21,3,1931,0,8,1975.0,189.2,171.5,1,4,1,0,28,2000000,3000000,2532500.0,1
593,1,2017,UNTITLED (5.4.86),128,1932,1,8,1986.0,124.5,97.5,1,2,1,0,44,700000,1000000,2172500.0,1
594,1,2017,SCHLAPP,68,1955,1,2,2004.0,228.6,152.4,1,2,1,0,29,2000000,3000000,1932500.0,1
595,1,2017,ARUNDEL CASTLE (SMALL VERSION),12,1936,1,2,1959.0,45.1,30.5,0,1,1,1,3,1800000,2500000,3372500.0,1
596,1,2017,UNTITLED (COWBOY),49,1949,1,1,2001.0,127.0,185.4,1,5,1,0,32,1400000,1800000,1812500.0,1
597,1,2017,SANTO 4,58,1960,0,7,1982.0,91.4,91.4,1,2,1,0,34,1800000,2500000,4062500.0,1
598,1,2017,ABSTRAKTES BILD,128,1932,1,8,1991.0,200.0,160.0,1,3,1,2,14,12000000,18000000,15425000.0,1
599,1,2017,UNTITLED,4,1941,0,3,2003.0,122.6,142.6,0,2,1,0,51,1000000,1500000,972500.0,1
600,1,2017,UNTITLED (TOBACCO),58,1960,0,8,1984.0,57.0,77.0,0,1,4,3,9,600000,800000,1212500.0,1
601,1,2017,FREISCHWIMMER 123,25,1968,1,4,2004.0,181.0,240.0,1,3,1,0,13,200000,300000,660500.0,1
602,1,2017,ROT/GELB,88,1943,0,2,1968.0,200.3,70.2,1,5,6,1,43,1500000,2000000,4512500.0,1
603,1,2017,"CONCETTO SPAZIALE, ATTESE",26,1899,0,2,1965.0,73.0,60.3,1,1,5,3,46,2000000,3000000,3132500.0,1
604,1,2017,THREAD,51,1983,1,7,2012.0,132.1,132.1,1,3,3,0,10,600000,800000,1032500.0,1
605,1,2017,UNTITLED #13,113,1912,0,7,1980.0,182.9,182.9,1,7,8,1,7,5000000,7000000,8112500.0,1
606,1,2017,CIGAR,54,1913,0,8,1969.0,132.1,152.7,1,5,3,1,11,4000000,6000000,6537500.0,1
607,1,2017,HAMMER AND SICKLE,93,1928,0,7,1976.0,182.2,218.8,1,1,7,4,27,6000000,8000000,5525000.0,1
608,1,2017,ANTAR,58,1960,0,7,1985.0,200.0,280.0,1,2,2,4,37,3000000,4000000,3552500.0,1
609,0,2017,THE GREAT AMERICAN LOVE (LOVE WALL),95,1928,1,8,1972.0,182.9,182.9,0,1,5,5,54,3500000,5000000,3555000.0,1
610,0,2017,UNTITLED,55,1905,0,9,1945.0,55.9,38.7,0,3,3,7,11,800000,1200000,735000.0,1
611,0,2017,UNTITLED,110,1943,1,4,1975.0,101.6,76.2,1,3,1,0,65,350000,450000,1635000.0,1
