,0
382,684112.9330606234
383,14545240.0
384,638407.2699081963
385,3691025.570010056
386,2843406.8685726034
387,1054637.8478906716
388,1619106.7083231094
389,1678076.1569896683
390,5684839.537698414
391,1353522.3316389928
392,785846.7037105053
393,3077257.2561632968
394,1054637.8478906716
395,1123459.955088069
396,2225295.8453904344
397,2171571.89770313
398,1510788.6548249882
399,2208198.951035076
400,5684839.537698414
401,1432786.6676176921
402,1820993.4106893707
403,10839421.000452848
404,7677497.333333332
405,3171961.80952381
406,1191026.1642490064
407,1353522.3316389928
408,2208198.951035076
409,1123459.955088069
410,3509593.314001358
411,1054637.8478906716
412,1510788.6548249882
413,1353522.3316389928
414,3509593.314001358
415,1510788.6548249882
416,3129658.8885836387
417,3171961.80952381
418,2843406.8685726034
419,1123459.955088069
420,6589247.5
421,3691025.570010056
422,1353522.3316389928
423,10166700.0
424,3171961.80952381
425,2208198.951035076
426,2782520.2285459633
427,1619106.7083231094
428,1619106.7083231094
429,417198.81547619036
430,3053281.9118448556
431,635323.6506310543
432,5684839.537698414
433,12761777.5
434,6589247.5
435,2782520.2285459633
436,3171961.80952381
437,3691025.570010056
438,2208198.951035076
439,1353522.3316389928
440,7677497.333333332
441,1820993.4106893707
442,12364757.08333333
443,5684839.537698414
444,2208198.951035076
445,3171961.80952381
446,3171961.80952381
447,2208198.951035076
448,3076453.741758242
449,2208198.951035076
450,2843406.8685726034
451,785846.7037105053
452,7677497.333333332
453,983360.2918304893
454,2208198.951035076
455,1191026.1642490064
456,2208198.951035076
457,3171961.80952381
458,1480672.5203999216
459,3171961.80952381
460,16829566.66666667
461,1353522.3316389928
462,1123459.955088069
463,841400.7734487734
464,1820993.4106893707
465,2208198.951035076
466,1123459.955088069
467,7677497.333333332
468,5684839.537698414
469,12364757.08333333
470,2782520.2285459633
471,3076453.741758242
472,983360.2918304893
473,737753.5080246553
474,1353522.3316389928
475,785846.7037105053
476,1820993.4106893707
477,2782520.2285459633
478,1619106.7083231094
479,1353522.3316389928
480,3129658.8885836387
481,737753.5080246553
482,43807300.0
483,2782520.2285459633
484,1093650.764790765
485,1353522.3316389928
486,841400.7734487734
487,3691025.570010056
488,1093650.764790765
489,1123459.955088069
490,983360.2918304893
491,1123459.955088069
492,12364757.08333333
493,17950450.0
494,785846.7037105053
495,1036530.1067821069
496,12364757.08333333
497,3691025.570010056
498,1820993.4106893707
499,2782520.2285459633
500,5684839.537698414
501,13817866.666666668
502,2782520.2285459633
503,1820993.4106893707
504,14545240.0
505,7677497.333333332
506,7677497.333333332
507,3171961.80952381
508,43807300.0
509,975399.4390305115
510,983360.2918304893
511,1093650.764790765
512,983360.2918304893
513,5684839.537698414
514,3171961.80952381
515,1093650.764790765
516,5684839.537698414
517,983360.2918304893
518,2208198.951035076
519,1820993.4106893707
520,715375.580514257
521,16829566.66666667
522,841400.7734487734
523,1619106.7083231094
524,5684839.537698414
525,1123459.955088069
526,997579.4286196262
527,1619106.7083231094
528,12364757.08333333
529,1093650.764790765
530,841400.7734487734
531,2919688.666666667
532,1123459.955088069
533,5684839.537698414
534,2208198.951035076
535,1820993.4106893707
536,1353522.3316389928
537,1820993.4106893707
538,3691025.570010056
539,1480672.5203999216
540,3691025.570010056
541,12364757.08333333
542,13817866.666666668
543,785846.7037105053
544,11609432.162698414
545,1123459.955088069
546,5684839.537698414
547,841400.7734487734
548,3691025.570010056
549,1123459.955088069
550,1353522.3316389928
551,43807300.0
552,3691025.570010056
553,1353522.3316389928
554,27043886.666666664
555,1619106.7083231094
556,1820993.4106893707
557,2843406.8685726034
558,10166700.0
559,7677497.333333332
560,22567460.0
561,1820993.4106893707
562,1191026.1642490064
563,13817866.666666668
564,3171961.80952381
565,2782520.2285459633
566,1123459.955088069
567,841400.7734487734
568,3171961.80952381
569,638407.2699081963
570,2208198.951035076
571,14545240.0
572,10166700.0
